start	end	text
1909800	1911800	esta es una herramienta de Change House
1911800	1913800	en el cual nos permite navegar
1913800	1915800	sobre los diferentes Dataproduct
1915800	1917800	y componentes de data
1917800	1919800	que tenemos en el mercado libre
1919800	1921800	básicamente lo que te permite es
1921800	1923800	hacer una búsqueda y poder
1923800	1925800	indexar la información que uno siente
1925800	1927800	que es relevante para poder hacer
1927800	1929800	una búsqueda de datos o por ejemplo
1929800	1931800	responder a la pregunta de
1931800	1933800	existe una tabla que tenga tal dato
1933800	1935800	bueno uno lo puede explotar de esta manera
1935800	1937800	con esta herramienta
1937800	1939800	si pasamos a la siguiente slide
1939800	1941800	Dataflow como les comenté
1941800	1943800	era la herramienta que teníamos
1943800	1945800	ya hace más de 5 años
1945800	1947800	no hacía compliance
1947800	1949800	con el nuevo paradigma de Data Mesh
1949800	1951800	porque necesitábamos
1951800	1953800	skill demasiado técnicos o particulares
1953800	1955800	para poder operar la herramienta
1955800	1957800	que pensó es
1957800	1959800	simplifiquemos estos flujos de ingesta
1959800	1961800	dejémoslo a disposición de un usuario
1961800	1963800	y no solo eso
1963800	1965800	sino que lo que nosotros
1965800	1967800	entendíamos es que los pipeline de datos
1967800	1969800	no es Data Mesh
1969800	1971800	sino también poder gestionar todos los objetos
1971800	1973800	que forman
1973800	1975800	parte de este data por ejemplo las tablas
1975800	1977800	entonces generamos secciones de
1977800	1979800	poder administrar, crear
1979800	1981800	todo el ciclo de vida de una tabla
1981800	1983800	haciendo obviamente compliance
1983800	1985800	de las emocionalidades que te permite
1985800	1987800	BigQuery que no son pocas
1987800	1989800	entonces tuvimos que adaptar todas nuestras herramientas
1989800	1991800	por ejemplo ahí en la captura
1991800	1993800	se puede ver un poco de
1993800	1995800	tenemos la gestión de las tablas
1995800	1997800	tenemos los tiempos de expiración
1997800	1999800	tenemos un circuito de pasaje de producción
1999800	2001800	con su correspondiente aprobación
2001800	2003800	tenemos los distintos ambientes separados
2003800	2005800	y una vez que generas esas tablas
2005800	2007800	puedes generar ahí en la sección de allshops
2007800	2009800	puedes cargar de tus diferentes jobs
2009800	2011800	para que ingesten dentro de esa tabla
2011800	2013800	que pasamos a la siguiente slide
2015800	2017800	SDK Streaming, nosotros en Mercado Alí
2017800	2019800	tenemos particularmente
2019800	2021800	lo que es Batch y lo que es Real-Time
2021800	2023800	o Near Real-Time
2023800	2025800	la diferencia obviamente
2025800	2027800	está en que lo que es Near Real-Time y Real-Time
2027800	2029800	vienen de tópicos de novedades que nos
2029800	2031800	pushean los distintos unidades de negocio
2031800	2033800	por ejemplo Mercado Pado cuando alguien hace
2033800	2035800	una transacción nos notifican
2035800	2037800	alguna aplicación
2037800	2039800	para que nosotros ingestemos esa información
2039800	2041800	y la SDK Streaming
2041800	2043800	viene a Nase para Datamech
2043800	2045800	porque básicamente en Mercado Alí
2045800	2047800	había una aplicación en la cual
2047800	2049800	cuando los usuarios necesitaban
2049800	2051800	streamer información en Near Real-Time o Real-Time
2051800	2053800	tenía que suscribirse al producto
2053800	2055800	y básicamente compartía la misma infraestructura
2055800	2057800	todos los pipeline de datos de streaming
2057800	2059800	con esta nueva SDK
2059800	2061800	lo que hicimos fue tomar
2061800	2063800	las funcionalidades claves
2063800	2065800	de cada una de las soluciones
2065800	2067800	que teníamos de streaming de datos
2067800	2069800	de la SDK y dejarlos disponibles
2069800	2071800	para cada dominio para que lo pueda implementar
2071800	2073800	en cada uno de sus proyectos
2073800	2075800	garantizando así que utilizan
2075800	2077800	las funciones que están obviamente
2077800	2079800	controladas, reglamentadas
2079800	2081800	por el equipo de gobierno
2081800	2083800	y a su vez nos aseguramos de que cada vez
2083800	2085800	que hay alguien streamer información
2085800	2087800	la información esté
2087800	2089800	correctamente catalogada entre el tópico
2089800	2091800	de novedades y el destino de los datos
2091800	2093800	dicho esto
2093800	2095800	si pasamos a la siguiente slide
2095800	2097800	y vamos a empezar a ver lo que es un resumen
2097800	2099800	de lo que les contamos nosotros
2099800	2101800	en igual encontramos nuestra famosa
2101800	2103800	malla de datos, tenemos
2103800	2105800	ahí si ven el DMA-A, el DMA-B
2105800	2107800	el C y el Core
2107800	2109800	el Core es el equipo de gobierno
2109800	2111800	que no deja de ser un dominio más
2111800	2113800	vemos cómo los dominios se van comunicando
2113800	2115800	lateralmente entre ellos
2115800	2117800	pero la particularidad como dijo Nacho
2117800	2119800	que tenemos dentro de un mercado libre
2119800	2121800	es que tenemos un proyecto dedicado
2121800	2123800	en el cual se publica
2123800	2125800	información mediante una vista
2125800	2127800	para que cualquier usuario lo pueda consumir
2127800	2129800	eso lo pueden ver ahí
2129800	2131800	en la gráfica en el centro
2131800	2133800	con el logito de BigQuery
2133800	2135800	cada dominio genera sus datos product
2135800	2137800	pero lo deja disponible para todo mercado libre
2137800	2139800	como una capa única de ingreso
2139800	2141800	en ese proyecto de BigQuery
2141800	2143800	sin más
2143800	2145800	le contamos un poco de lo que fue la malla de datos
2145800	2147800	no sé si Nachito quiere algo aportar
2147800	2149800	en lo que fuimos comentando
2149800	2151800	si no abrimos el espacio de preguntas
2151800	2153800	y la respuesta para todos
2153800	2155800	de eso última parte
2155800	2157800	una de las cosas que nosotros pensamos
2157800	2159800	cuando pensamos resolver
2159800	2161800	y esta parte también de nuestra interpretación
2161800	2163800	nuestra implementación
2163800	2165800	es que cuando un usuario quiera consumir
2165800	2167800	esos datos de mercado libre
2167800	2169800	que vienen producidos totalmente descentralizados
2169800	2171800	de cualquier lado
2171800	2173800	era necesario
2173800	2175800	que para un usuario terrenal
2175800	2177800	que pide acceso a lo que es el Workhouse and Lay
2177800	2179800	en principio no necesites saber
2179800	2181800	que haya un single point of entry
2181800	2183800	y a partir de ahí
2183800	2185800	que pueda consumir todo el dato de la organización
2185800	2187800	luego si le interesa saber
2187800	2189800	si interesa contactarse con el loaner
2189800	2191800	para eso está la herramienta de catalogo de datos
2191800	2193800	pero fundamental era
2193800	2195800	garantizar también
2195800	2197800	ese único punto de entrada
2197800	2199800	y que conviva en el mismo ecosistema
2203800	2205800	y aclarado eso
2205800	2207800	fue una charla cortita
2209800	2211800	fue difícil resumir todo esto
2211800	2213800	en tan poco
2213800	2215800	son conceptos algunos complicados
2215800	2217800	así que
2217800	2219800	si tienen preguntas
2219800	2221800	acá estamos
2225800	2227800	acá tenemos
2227800	2229800	Gabriel
2229800	2231800	Ignacio
2231800	2233800	muchísimas gracias
2233800	2235800	su presentación ha sido excelente
2235800	2237800	enriquecedora
2237800	2239800	y ahí me imagino acá
2239800	2241800	que están llenos
2241800	2243800	han tenido muchísimos desafíos
2243800	2245800	porque la complejidad
2245800	2247800	que se está dando
2247800	2249800	podrían seleccionar uno
2249800	2251800	que realmente considerado
2251800	2253800	un verdadero desafío que les costó
2253800	2255800	y comentarnos lo por arriba
2255800	2257800	aunque sea pero para saber
2257800	2259800	el grado de
2259800	2261800	complejidad que tiene esto
2261800	2263800	yo tengo uno Nacho
2263800	2265800	disculpame que
2265800	2267800	pero creo que el primer escenario
2267800	2269800	fue cuando nos sentamos a definir los conceptos
2269800	2271800	y tuvimos que bajar a la práctica
2271800	2273800	es entender los diferentes casos de uso
2273800	2275800	y qué estamos dejando por fuera
2275800	2277800	y cómo implementar toda esta solución
2277800	2279800	sin saber
2279800	2281800	a veces uno
2281800	2283800	en la vista a muchos pies de altura es muy difícil
2283800	2285800	entender los distintos casos de uso por ejemplo
2285800	2287800	desde cómo declarar en una función
2287800	2289800	en cada equipo puntual
2289800	2291800	en Colombia
2291800	2293800	entonces el entender y el relevar
2293800	2295800	toda esa información creo que fue un gran desafío
2295800	2297800	y bueno creo que
2297800	2299800	no me lo voy a olvidar nunca
2299800	2301800	muy bien
2303800	2305800	honestía
2305800	2307800	a mí se me ocurre uno que
2307800	2309800	todavía hoy lo tenemos
2309800	2311800	como les decía Tamella es un término
2311800	2313800	un concepto muy nuevo
2313800	2315800	y casi toda
2315800	2317800	las referencias
2317800	2319800	la literatura, lo que se encuentra
2319800	2321800	cuando uno investiga
2321800	2323800	hablan de un
2323800	2325800	estadio ideal
2325800	2327800	de adónde habría que llegar
2327800	2329800	pero nadie comienza en esto
2329800	2331800	de cero
2331800	2333800	necesariamente un proceso de transformación
2333800	2335800	entonces una de las cosas más complicadas
2335800	2337800	para nosotros fue
2337800	2339800	no encontrar referencias porque no hay muchas implementaciones
2339800	2341800	de estas en el mundo
2341800	2343800	y tener que
2343800	2345800	está bueno aprender de los errores
2345800	2347800	de los demás
2347800	2349800	entonces queríamos ir a buscar esos
2349800	2351800	y no los encontramos
2351800	2353800	así que eso fue
2353800	2355800	también un proceso bastante difícil
2355800	2357800	ver cómo
2357800	2359800	creanear todo esto
2359800	2361800	por las nuestras
2361800	2363800	muy bien
2363800	2365800	acá tengo algunas preguntas más
2365800	2367800	cuando me pregunto Emiliano
2367800	2369800	cuando hablan de stream
2369800	2371800	y de datos
2371800	2373800	en SDK
2373800	2375800	quieren si pueden hacer una aclaración
2375800	2377800	ahí lo tomo yo
2377800	2379800	dentro del mercado libre
2379800	2381800	llamamos a lo que es streaming de datos
2381800	2383800	cuando la información se genera una velocidad
2383800	2385800	que se anilla real-time o real-time
2385800	2387800	y es necesario dejarlo en el warehouse con esa velocidad
2387800	2389800	por ejemplo todo evento que sucede
2389800	2391800	en una unidad de negocio
2391800	2393800	uno lo puede mandar al warehouse de dos maneras
2393800	2395800	medio anti-batch
2395800	2397800	corre un shop periódicamente croniado
2397800	2399800	en un periodo de tiempo o no
2399800	2401800	enviarla ni bien sucede la novedad
2401800	2403800	hacemos referencia al streaming de datos
2403800	2405800	a tomar esa información dentro un tópico de novedades
2405800	2407800	que podría ser lo voy a simplificar
2407800	2409800	si fuese colas mq
2409800	2411800	si fuese un sistema de cola
2411800	2413800	como rabit tendrías una novedad
2413800	2415800	la cual te suscribes y estás escuchando
2415800	2417800	constantemente la creación de esa novedad
2417800	2419800	una vez que esa novedad llega
2419800	2421800	la toma el equipo o en este caso la SDK
2421800	2423800	y la termina enviando lo que es
2423800	2425800	una tabla dentro del data warehouse
2425800	2427800	es más que nada un flujo de datos
2427800	2429800	de información en real-time o real-time
2429800	2431800	no sé si respondí la pregunta
2431800	2433800	y si no repregunta tranquilo
2433800	2435800	no perfecto se entendió muy bien
2435800	2437800	muchas gracias después
2437800	2439800	Florencia, primero felicita por la
2439800	2441800	presentación nos dice
2441800	2443800	que fue muy interesante
2443800	2445800	y nos hace una pregunta es
2445800	2447800	si hay integración entre
2447800	2449800	distintos dominios y fuese
2449800	2451800	necesario integrar
2451800	2453800	distintas áreas
2453800	2455800	como es ese proceso
2455800	2457800	si que debo y yo bajó
2457800	2459800	nacho como óqueta
2459800	2461800	por definición la idea
2461800	2463800	es que los dominios sean interoperables
2463800	2465800	que lo que publique un dominio puede hacer
2465800	2467800	un origen para lo que publica otro
2467800	2469800	o sea eso
2469800	2471800	es una necesidad debe ser así
2471800	2473800	no deben estar aislados
2473800	2475800	no sé si la pregunta
2475800	2477800	apuntaba ahí pero también
2477800	2479800	acaba de mencionar otra cosa
2479800	2481800	otra cuestión que es
2481800	2483800	los dominios tampoco van a ser estativos
2483800	2485800	las organizaciones son dinámicas
2485800	2487800	y las iniciativas
2487800	2489800	los productos o los equipos
2489800	2491800	en las organizaciones también son dinámicos
2491800	2493800	y van cambiando
2493800	2495800	también nosotros pensamos esto de manera orgánica
2495800	2497800	es decir hoy en día
2497800	2499800	podemos definir un dominio
2499800	2501800	y el día de mañana ese dominio se tiene que
2501800	2503800	explicar
2503800	2505800	va creciendo y ven la necesidad
2505800	2507800	de que ese dominio el día de mañana sean dos
2507800	2509800	o puede ser que dos dominios
2509800	2511800	el día de mañana se unan
2511800	2513800	eso
2513800	2515800	tiene más que ver con
2515800	2517800	la dinámica de la organización
2517800	2519800	de estos dominios pero en cuanto
2519800	2521800	a interoperabilidad
2521800	2523800	por definición deben ser todos interoperables
2525800	2527800	perfecto
2527800	2529800	después Marco nos pregunta
2529800	2531800	si la estructura
2531800	2533800	que fue construida es el 100%
2533800	2535800	self service
2535800	2537800	o hay que hacer algún tipo
2537800	2539800	de operatoria extra
2541800	2543800	dentro de
2543800	2545800	lo que es data mesh
2545800	2547800	hoy en día el equipo de data se vivía
2547800	2549800	dentro de mesh y fuera de mesh
2549800	2551800	estamos en un proceso de incorporación
2551800	2553800	de este nuevo paradigma
2553800	2555800	todo lo que está dentro de mesh tiene carácter
2555800	2557800	de self service
2557800	2559800	y se desarrolla y se piensa de esa manera
2559800	2561800	así que todas las soluciones que forman parte de mesh
2561800	2563800	tienen que tener
2563800	2565800	este carácter de self service
2565800	2567800	obviamente por debajo
2567800	2569800	no dejan de ser aplicaciones
2569800	2571800	de un tipo de soporte
2571800	2573800	que tenemos un equipo especializado
2573800	2575800	pero es más que nada
2575800	2577800	no soporte a la creación y el consumo
2577800	2579800	de los datos sino a la utilización de la herramienta
2579800	2581800	por si hay algún problema
2581800	2583800	bien muchas gracias
2583800	2585800	y por último nos preguntan
2585800	2587800	si herramientas del tipo
2587800	2589800	Kafka fueron usadas
2589800	2591800	o alguna tecnología particular
2591800	2593800	de cloud
2593800	2595800	todo lo que
2595800	2597800	van a ser
2597800	2599800	todo lo que corre dentro
2599800	2601800	de Mercado Libre
2601800	2603800	está bajo la gestión
2603800	2605800	de Fury que es una abstracción
2605800	2607800	nuestra de tecnologías puntuales
2607800	2609800	pero para responder puntualmente
2609800	2611800	tu pregunta nosotros utilizamos
2611800	2613800	lo que son tópicos de novedades
2613800	2615800	que no quiere decir que abajo
2615800	2617800	haya un Kafka pero básicamente
2617800	2619800	lo que viene a simular estos tópicos de novedades
2619800	2621800	es esa tecnología como un Rabbit MQ
2621800	2623800	es todo cloud
2623800	2625800	así que corresponde tu pregunta
2625800	2627800	y tenemos tecnología simil Kafka
2627800	2629800	creo que hay alguna parte de Kafka pero para nosotros es una abstracción
2629800	2631800	necesitamos suscribirnos
2631800	2633800	un tópico de novedades y eso está resuelto
2633800	2635800	y para complementarte
2635800	2637800	hoy
2637800	2639800	hoy
2639800	2641800	mesh
2641800	2643800	corre con la tecnología que tenemos
2643800	2645800	y
2645800	2647800	creo que nos fuimos favorecidos
2647800	2649800	cuando planteamos esto teníamos
2649800	2651800	bastantes cosas a favor
2651800	2653800	cambios tecnológicos que permitían que esto suceda
2653800	2655800	un montón de equipos fuera del equipo central
2655800	2657800	que ya estaban en equipos de negocio
2657800	2659800	con los skill necesarios
2659800	2661800	para que esto también suceda
2661800	2663800	de hecho había gente que nos venía y golpeaba la puerta
2663800	2665800	cuando puedo publicar datos
2665800	2667800	para todo mercado libre
2667800	2669800	pero esto no quiere decir
2669800	2671800	de que continuemos
2671800	2673800	de que no continuemos trabajando
2673800	2675800	continuamos trabajando muy fuertemente porque
2675800	2677800	las tecnologías
2677800	2679800	que tenemos que seguir integrando
2679800	2681800	son diversas
2681800	2683800	cintas, hoy como decía
2683800	2685800	en lo que fue esta evolución
2685800	2687800	de nuestra herramienta de pipelines
2687800	2689800	pudimos simplificar
2689800	2691800	varios de los flujos
2691800	2693800	más utilizados
2693800	2695800	pero hay otros flujos que todavía no tenemos contemplados
2695800	2697800	y que estamos justamente pensando
2697800	2699800	como lo podemos hacer lo más sencillo posible
2699800	2701800	por lo tanto
2701800	2703800	tecnologías sí que
2703800	2705800	media es todo full cloud
2705800	2707800	pero
2707800	2709800	pero que las tecnologías también van a ir evolucionando
2709800	2711800	a medida que veamos que sea necesario
2711800	2713800	bien
2713800	2715800	y también nos preguntan
2715800	2717800	cuál fue el primer dominio
2717800	2719800	que eligieron si tuvo alguna razón
2719800	2721800	de ser por el cual lo eligieron
2721800	2723800	y en qué porcentaje
2723800	2725800	los dominios ya están siendo
2725800	2727800	migrados
2727800	2729800	a esta nueva modalidad
2729800	2731800	empezamos con
2731800	2733800	cuatro dominios
2735800	2737800	pero el primero que tuvimos en mente
2737800	2739800	es un dominio
2739800	2741800	es un equipo de Mercado en BIOS
2741800	2743800	que nosotros llamamos Shipping
2743800	2745800	internamente
2745800	2747800	porque fue la primera área de datos
2747800	2749800	que se creó
2749800	2751800	externa al área central
2751800	2753800	entonces después de algunos años
2753800	2755800	era un equipo
2755800	2757800	que tenía un montón de responsabilidad
2757800	2759800	dentro de todo lo que es Shipping
2759800	2761800	venían trabajando de una manera
2761800	2763800	ellos se enojarían si yo digo informal
2763800	2765800	pero bueno en cuanto a garantías
2765800	2767800	de infraestructura y demás
2767800	2769800	era informal
2769800	2771800	entonces
2771800	2773800	vimos que era un equipo muy maduro
2773800	2775800	con muchos skills
2775800	2777800	con gente que sabía mucho
2777800	2779800	y le faltaba un poco esa asistencia
2779800	2781800	de infraestructura
2781800	2783800	de plataforma
2783800	2785800	de que nosotros los ayudemos con las herramientas necesarias
2785800	2787800	para que sean dueños del ciclo con el día
2787800	2789800	completo del dato
2789800	2791800	así que por un lado
2791800	2793800	ese fue el primero que se nos vino a la mente
2793800	2795800	y de momento
2795800	2797800	el estadio hoy es que no lo abrimos
2797800	2799800	como decimos nosotros a mal abierto
2799800	2801800	todavía no está abierto a que cualquiera
2801800	2803800	que quiera un dominio lo pueda tener
2803800	2805800	porque como les decía antes
2805800	2807800	es un proceso de transformación en el que
2807800	2809800	dijimos
2809800	2811800	vamos a ir de a poco
2811800	2813800	pasos seguros
2813800	2815800	y quizás si nos demoramos
2815800	2817800	un poco más
2817800	2819800	pero tener el feedback más rico
2819800	2821800	de estos primeros equipos
2821800	2823800	con mucho más expertise
2823800	2825800	para ver si le pifiamos en algo
2825800	2827800	si hay algo que tenemos que ajustar
2827800	2829800	que va a ser mucho más fácil ajustarlo
2829800	2831800	para pocos dominios
2831800	2833800	que pensar
2833800	2835800	que nos equivocamos en hacerlo en el rollout
2835800	2837800	antes de lo esperado
2837800	2839800	por lo tanto ahora estamos con cuatro dominios
2839800	2841800	ahora vamos a ir con una segunda wave
2841800	2843800	en la que estamos evaluando si vamos a ir por cuatro más
2843800	2845800	o creo que ya nos sentimos bastante confiados
2845800	2847800	como para aumentar bastante el número
2847800	2849800	y seguramente ya en el 2023
2849800	2851800	ya sea maravilloso
2851800	2853800	perfecto
2853800	2855800	y en relación a eso
2855800	2857800	si fue proceso
2857800	2859800	de educación de los usuarios
2859800	2861800	para este nuevo paradigma
2863800	2865800	lo que hicimos fue
2865800	2867800	trabajar por distintos frentes en workshop
2867800	2869800	y acompañamiento
2869800	2871800	básicamente estuvimos
2871800	2873800	todo lo que fue el cu pasado haciendo formación
2873800	2875800	y training de los equipos porque
2875800	2877800	esto no es solamente
2877800	2879800	un cambio técnico o de tool
2879800	2881800	sino que es un cambio cultural
2881800	2883800	entonces hay muchas preguntas
2883800	2885800	porque es que tenemos que responder a veces
2885800	2887800	y saciar dudas
2887800	2889800	así que fuimos trabajando en diferentes workshops
2889800	2891800	y obviamente
2891800	2893800	en acompañamiento
2893800	2895800	tengo 25 shop
2895800	2897800	tengo 25 tablas
2897800	2899800	te acompañamos en las primeras para que te sientas confiado
2899800	2901800	y luego puedas seguir
2901800	2903800	ese fue el proceso por lo menos que fuimos caminando hasta el momento
2903800	2905800	y una pregunta
2905800	2907800	o ir cerrando
2907800	2909800	si se necesitaron
2909800	2911800	para cada dominio data engineer
2911800	2913800	particulares
2915800	2917800	si
2917800	2919800	pero no necesitamos contratar de momento
2919800	2921800	justamente
2921800	2923800	como decía antes
2923800	2925800	tuvimos un viento que soplaba favor
2925800	2927800	que era que ya había
2927800	2929800	muchos data engineers
2929800	2931800	en equipos que no eran los equipos
2931800	2933800	el equipo central
2933800	2935800	es una de las imágenes que mostramos
2935800	2937800	en los que no había
2937800	2939800	ETLs solamente
2939800	2941800	en esa parte central
2941800	2943800	sino que había ETLs
2943800	2945800	ya sucediendo de manera informal en un montón de equipos
2945800	2947800	por lo tanto
2947800	2949800	al menos para los primeros dominios
2949800	2951800	que están saliendo
2951800	2953800	a implementar mesh
2953800	2955800	no
2955800	2957800	no está siendo necesario contratar data engineers
2957800	2959800	porque ya tienen
2959800	2961800	gente con skills de data engineer
2961800	2963800	pero seguramente si
2963800	2965800	para otros
2965800	2967800	dominios a futuro
2967800	2969800	que quieran tomar el control completo
2969800	2971800	del ciclo de vía a los datos
2971800	2973800	seguramente los vayan a necesitar
2973800	2975800	y complementando lo que dijo Gaby
2975800	2977800	otra parte que para nosotros es fundamental
2977800	2979800	en lo que es el cambio cultural
2979800	2981800	es que esto
2981800	2983800	da mayor poder
2983800	2985800	a estos equipos
2985800	2987800	pero también creemos
2987800	2989800	que el poder viene de la mano
2989800	2991800	de mayor responsabilidad
2991800	2993800	por lo tanto
2993800	2995800	tenemos que asegurarnos
2995800	2997800	nosotros como equipos central
2997800	2999800	de que estos equipos
2999800	3001800	actúen con responsabilidad
3001800	3003800	y quedó justamente
3003800	3005800	si hay algo que se rompe
3005800	3007800	tengan gente con skills adecuados
3007800	3009800	para poder arreglarlo
3009800	3011800	bien y una pregunta
3011800	3013800	parece que generó mucho interés
3013800	3015800	la idea que presentaron
3015800	3017800	y lo que preguntan es
3017800	3019800	cómo pensarían ustedes
3019800	3021800	cómo se podría empezar
3021800	3023800	para hacer un data mesh
3023800	3025800	desde cero
3025800	3027800	sin herramientas propias
3027800	3029800	de medio
3029800	3031800	creo que
3031800	3033800	en este primer paso
3033800	3035800	antes de pensar en una herramienta pensaría
3035800	3037800	en los diferentes escenarios
3037800	3039800	que tenés que abordar para cubrir
3039800	3041800	la observabilidad
3041800	3043800	el descubrimiento, el catalogado, trazabilidad
3043800	3045800	primero las necesidades
3045800	3047800	para que imagino que cada empresa
3047800	3049800	obviamente va a tener sus distintos niveles
3049800	3051800	de madurez para afrontar esto
3051800	3053800	primero entendería bien
3053800	3055800	eso y luego empezaría a buscar
3055800	3057800	herramientas que obviamente
3057800	3059800	se puedan, ahí creo que decía un premis
3059800	3061800	herramientas que se puedan adaptar
3061800	3063800	a ese tipo de necesidad
3063800	3065800	para mí hoy en día implementar mesh
3065800	3067800	el problema no está tanto en las herramientas
3067800	3069800	sino en cómo hacer una solución
3069800	3071800	de negocio que escale en el tiempo
3071800	3073800	y no sea demasiado costosa
3073800	3075800	en el punto de vista, no sé, Nachito
3075800	3077800	si, concuerdo
3077800	3079800	creo que herramientas hay de sobra
3079800	3081800	el tema es ver
3081800	3083800	cómo se adapta mesh
3083800	3085800	primero hay que ver si la organización lo necesita
3087800	3089800	quizás no sea necesario
3089800	3091800	pero en el caso que lo necesite
3091800	3093800	hay que ver cómo se adapta mesh
3093800	3095800	a la estructura que necesitan hacer
3097800	3099800	no es descentralizar por descentralizar
3099800	3101800	es descentralizar con un sentido
3101800	3103800	de agilidad controlada
3103800	3105800	tuvimos hace
3105800	3107800	unas semanas una charla
3107800	3109800	con una persona que fue la que implementó mesh
3109800	3111800	en el New York Times
3111800	3113800	y a diferencia de nosotros, ellos tenían
3113800	3115800	muy poquitos dominios y con eso ya estaban bien
3115800	3117800	nosotros
3117800	3119800	tenemos la necesidad por cómo el mercado libre
3119800	3121800	de tener un número
3121800	3123800	muchísimo más grande de dominios
3123800	3125800	entonces tenemos un desafío
3125800	3127800	bastante mayor en lo que es Gobernate
3127800	3129800	en lo que es herramientas para que eso sea un mismo ecosistema
3129800	3131800	pero
3131800	3133800	si yo concuerdo con lo que decía David
3133800	3135800	no es tanto, creo que herramientas siempre se encuentran
3135800	3137800	una forma de solucionar un problema
3137800	3139800	con una herramienta, hay muchísimo
3139800	3141800	dando vueltas por ahí en el mercado
3141800	3143800	el desafío más grande
3143800	3145800	es
3145800	3147800	es cómo hacer
3147800	3149800	cómo combinar todo esto junto
3149800	3151800	para que realmente funcione
3153800	3155800	bien
3155800	3157800	muchísimas gracias, excelente
3157800	3159800	la presentación
3159800	3161800	Juan, adelante por favor
3161800	3163800	bueno
3163800	3165800	quería agradecerles
3165800	3167800	especialmente a Gabriela Ignacio
3167800	3169800	por esta presentación
3169800	3171800	que no solamente ha sido
3171800	3173800	una presentación
3173800	3175800	extremadamente prolija
3175800	3177800	didáctica
3177800	3179800	lo importante
3179800	3181800	para nosotros es que hayan compartido
3181800	3183800	justamente la experiencia
3183800	3185800	que han tenido ustedes
3185800	3187800	la implementación
3187800	3189800	de esta nueva idea
3189800	3191800	de Meys como lo dijo
3191800	3193800	muy bien Gabriel
3193800	3195800	Ignacio
3195800	3197800	esto es algo nuevo, no podemos encontrar
3197800	3199800	muchos antecedentes
3199800	3201800	incluso en el mundo
3201800	3203800	así que
3203800	3205800	esto es más que valioso para nosotros
3205800	3207800	bueno muchísimas gracias
3207800	3209800	de nuevo
3209800	3211800	Gabriela Ignacio por su participación
3211800	3213800	en esta jornada
3213800	3215800	bueno vamos a hacer ahora
3215800	3217800	un pequeño intervalo
3217800	3219800	y
3219800	3221800	empezamos de nuevo a las 15
3221800	3223800	con la presentación de Panamérica
3223800	3225800	bueno muchas gracias
3243800	3245800	y
3273800	3275800	gracias
3303800	3305800	y
3333800	3335800	y
3363800	3365800	y
3393800	3395800	y
3397800	3399800	y
3399800	3401800	y
3401800	3403800	y
3403800	3405800	y
3405800	3407800	y
3407800	3409800	y
3409800	3411800	y
3411800	3413800	y
3413800	3415800	y
3415800	3417800	y
3417800	3419800	y
3419800	3421800	y
3421800	3423800	y
3425800	3427800	y
3427800	3429800	y
3429800	3431800	y
3431800	3433800	y
3433800	3435800	y
3435800	3437800	y
3437800	3439800	y
3439800	3441800	y
3441800	3443800	y
3443800	3445800	y
3445800	3447800	y
3447800	3449800	y
3449800	3451800	y
3451800	3453800	y
3453800	3455800	y
3455800	3457800	y
3457800	3459800	y
3459800	3461800	y
3461800	3463800	y
3463800	3465800	y
3465800	3467800	y
3467800	3469800	y
3471800	3473800	y
3473800	3475800	y
3475800	3477800	y
3477800	3479800	y
3479800	3481800	y
3481800	3483800	y
3483800	3485800	y
3489800	3491800	y
3491800	3493800	y
3493800	3495800	y
3495800	3497800	y
3497800	3499800	y
3499800	3501800	y
3501800	3503800	y
3503800	3505800	y
3505800	3507800	y
3507800	3509800	y
3509800	3511800	y
3511800	3513800	y
3513800	3515800	y
3515800	3517800	y
3517800	3519800	y
3519800	3521800	y
3521800	3523800	y
3523800	3525800	y
3525800	3527800	y
3527800	3529800	y
3529800	3531800	y
3531800	3533800	y
3533800	3535800	y
3535800	3537800	y
3537800	3539800	y
3539800	3541800	y
3541800	3543800	y
3543800	3545800	y
3545800	3547800	y
3547800	3549800	y
3549800	3551800	y
3551800	3553800	y
3553800	3555800	y
3555800	3557800	y
3559800	3561800	y
3561800	3563800	y
3563800	3565800	y
3565800	3567800	y
3567800	3569800	y
3569800	3573800	y
3573800	3575800	y
3575800	3577800	y
3577800	3579800	y
3579800	3581800	y
3581800	3583800	y
3583800	3585800	y
3585800	3587800	y
3587800	3589800	y
3589800	3591800	y
3591800	3593800	y
3593800	3595800	y
3595800	3597800	y
3597800	3601800	y
3601800	3603800	y
3603800	3605800	y
3605800	3607800	y
3607800	3609800	y
3609800	3611800	y
3611800	3613800	y
3613800	3615800	y
3615800	3617800	y
3617800	3619800	y
3619800	3621800	y
3621800	3623800	y
3623800	3625800	y
3625800	3627800	y
3627800	3629800	y
3629800	3631800	y
3631800	3633800	y
3633800	3635800	y
3635800	3637800	y
3637800	3639800	y
3639800	3641800	y
3643800	3645800	y
3645800	3647800	y
3647800	3649800	y
3649800	3651800	y
3651800	3653800	y
3653800	3655800	y
3655800	3657800	y
3657800	3659800	y
3659800	3661800	y
3661800	3663800	y
3663800	3665800	y
3665800	3667800	y
3667800	3669800	y
3671800	3673800	y
3673800	3675800	y
3675800	3677800	y
3677800	3681800	y
3681800	3683800	y
3683800	3685800	y
3685800	3687800	y
3687800	3689800	y
3689800	3691800	y
3691800	3693800	y
3693800	3695800	y
3695800	3697800	y
3697800	3699800	y
