start,end,text,politico
1336.8000000000002,1338.76," gracias a esa unidad, es que el gobierno hoy",larreta
1338.84,1341.84, no está pudiendo llevarse puesta a la Corte como quiere hacer.,larreta
1341.92,1344.4," Gracias a esa unidad, no pudieron cambiar la composición",larreta
1344.48,1346.28, de la Corte que querían llevarla a 25 miembros,larreta
1346.36,1347.28, para tomar control.,larreta
0.0,1.12, Gracias por venir a la ciudad.,larreta
1.2,2.24," Gracias por la invitación, Ale.",larreta
2.32,5.64, Vamos a echarla un rato y después vamos a estar conversando,larreta
5.72,9.64," con Francisco Luis Mora, le dicen Luchín a Francisco.",larreta
9.72,14.04," Es el papá de Martín Mora Negretti, al chiquito de él.",larreta
15.52,17.44, Lo asesinaron en Mar del Plata el día del padre.,larreta
17.52,20.32," ¿Se acuerdan que lo acuchiciaron en el pecho,",larreta
20.4,22.0, estos unos menores?,larreta
22.96,25.64," Y nada, apareció el papá, se comunicó conmigo por teléfono,",larreta
25.72,27.72," se hace un tiempo, te lo cuento vos.",larreta
28.68,30.88," Y le digo, dale, venite.",larreta
30.96,32.92," Me dice, tengo una... Venite, venite.",larreta
33.0,35.36," De Mar del Plata, tiene una despensa.",larreta
36.32,37.72," Pero bueno, eso va a ser un ratito.",larreta
37.8,39.24, Así que vamos a hablar un poco a nosotros dos.,larreta
39.32,40.52," ¿Cómo andas, Horacio?",larreta
40.6,42.32, Te estaba apuntando de que a veces...,larreta
42.4,43.32," La verdad, lo vi, lo vi.",larreta
43.4,44.44," Te es terrible, hermano.",larreta
44.52,46.28," La vida, viste... Terrible.",larreta
46.36,48.48, Pero vos sabes que me llegó porque...,larreta
49.08,50.36, No sé cómo me lo contó Horacio.,larreta
50.44,51.52, Me lo contó de un lugar...,larreta
51.6,52.4," No, no, no.",larreta
52.48,53.72, ¿Qué tiene que hacer el tipo acá?,larreta
53.8,57.08," Hablando conmigo al aire, hablando de la muerte lijo.",larreta
57.12,59.8," O sea, tendré que la vida que lo pone en un lugar...",larreta
59.88,60.88," Terrible, terrible.",larreta
60.96,63.0, Yo como padre no puedo ni imaginarme.,larreta
63.08,65.44," Es el gran drama a la gente, entre otros.",larreta
65.52,66.24, Sin duda.,larreta
66.32,67.75999999999999, Pero el tema de la inseguridad es de una madre.,larreta
67.84,71.0," Conurbano está terrible, en zonas como Rosario.",larreta
71.08,73.96," Pero ahí, déjame dar un mensaje positivo y optimista.",larreta
74.03999999999999,74.84, A ver.,larreta
74.92,76.75999999999999, La verdad que en la ciudad de Buenos Aires bajamos los delitos.,larreta
76.84,79.8," Hoy tenemos el índice delito más bajo de la historia,",larreta
79.88,80.96, más bajo de detesta.,larreta
81.03999999999999,81.92, Te escuché el otro día.,larreta
82.0,83.64, Te escuché cuando empezaste a hablar de...,larreta
83.72,85.64," Los datos son públicos, tenemos un mapa del delito",larreta
85.68,86.8, que muestra todos estos datos.,larreta
86.88,87.88," Púchame, y eso lo...",larreta
87.96,90.16, Es la tasa delito más baja de toda Latinoamérica.,larreta
90.24,91.64," Lo logran más baja que en Montevideo,",larreta
91.72,92.68, que en Santiago de Chile.,larreta
92.76,94.24, Y esto...,larreta
94.32,96.52, Te escuché el otro día cuando diste una conferencia de prensa,larreta
96.6,99.2," que le tiraste un cumplido,",larreta
99.28,101.64," un centro, diríamos, en un buen sentido, a tu policía.",larreta
101.72,102.8," O sea, esto...",larreta
102.88,103.8," Uy, yo la policía.",larreta
103.88,105.72," Un gran trabajo de la policía,",larreta
105.8,107.48, del Instituto de Formación Policial.,larreta
107.56,110.24," Es una cosa, cuántas sé que la policía es de ustedes.",larreta
110.32,112.6, Desde el principio del 2016.,larreta
112.68,113.88, Van a ser siete años...,larreta
113.96,115.52, ¿La vos la viste en hacer esa policía?,larreta
115.6,116.88," La vi en hacer, por supuesto.",larreta
116.96,119.04," Esa policía, la policía antes,",larreta
119.12,120.84," estaba la policía metropolitana,",larreta
120.92,123.04, que había llegado a tener seis mil efectivos.,larreta
123.12,126.0, Y en el 2016 nos pasaron la policía federal,larreta
126.08,128.44," que estaba en la ciudad, 20.000 más o menos.",larreta
128.51999999999998,130.36," Y conformamos una fuerza nueva,",larreta
130.44,131.12, tenemos un...,larreta
131.2,132.48," Desculpame para saber, perdóname,",larreta
132.56,136.0," hay muchos federales que sobrevivieron,",larreta
136.07999999999998,137.6," o sea, eran federales antes.",larreta
137.68,140.44, Los veíamos policía federal y pasaron a ser...,larreta
140.51999999999998,143.0, Era la famosa elección que decidieron,larreta
143.08,146.68, que se podían quedar con el federal o pasar a la...,larreta
146.76,148.8, En realidad los que estaban en la ciudad de Buenos Aires,larreta
148.88,150.36, pasaron a la policía de la ciudad.,larreta
150.44,152.96," Después, alguno por ahí que era orión de alguna provincia",larreta
153.04,154.16, volvió a su provincia de origen.,larreta
154.24,156.04, Pero la mayoría se quedó acá.,larreta
156.12,159.64, Y a partir de eso empezamos un proceso de mejora de la capacitación.,larreta
159.72,162.04," Tenemos un instituto ahí al lado de la cancha de partido español,",larreta
162.12,165.88," que es de primera, de poner cámaras, incorporar tecnología.",larreta
165.96,167.36, Tenemos un sistema de videovigilancia.,larreta
167.44,168.96," Y la sentís... Desculpame, perdóname.",larreta
169.04000000000002,171.24, La sentís este...,larreta
172.4,175.12," Entendeme la pregunta, no, no, no es tuya.",larreta
175.20000000000002,177.32," No es tuya, pero la sentís tuya.",larreta
177.4,179.4," La sentís como que es de la ciudad, es tuya,",larreta
179.48000000000002,181.4, tuya te responde.,larreta
181.48,183.88," No, a ver, tengo una, digamos, un...",larreta
183.96,185.48," Entendeme, no, no te estoy diciendo que es tuya.",larreta
185.56,187.36," Un vínculo de confianza enorme, mía, no es eso.",larreta
187.44,189.28," Ya lo sé, pero la sentís como que...",larreta
189.36,191.04," Pero sí la siento propia como porteño,",larreta
191.12,193.68, como espero que la sientan todos los porteños.,larreta
193.76,195.4, Los porteños y los muchísimos argentinos,larreta
195.48,196.68," que viven todos los días a la ciudad,",larreta
196.76,198.92," que estudian acá, que viven, que trabajan.",larreta
199.0,200.6, Esta es la capital de todos los argentinos.,larreta
200.68,202.36," Y yo la siento como propia, por supuesto.",larreta
202.44,204.52, Es un orgullo a la policía de la ciudad.,larreta
204.6,207.92, Es la policía que bajó los delitos al mínimo de la historia.,larreta
208.0,210.24, Es la policía que enfrenta situaciones muy difíciles,larreta
210.32,211.56, como en el fin de semana pasado.,larreta
211.64,212.64, Quiero hablar de...,larreta
212.72,214.72, Esto es decisión política muy firme,larreta
214.8,216.56, de luchar contra la seguridad y un plan.,larreta
216.64,219.0," Plan muy metódico, todo planificado,",larreta
219.08,221.44," año por año, como íbamos avanzando.",larreta
221.52,224.16, Y los resultados están. Se puede mejorar la seguridad.,larreta
224.24,225.72," Vamos a pasar por un montón de cosas,",larreta
225.8,227.8," vamos a hablar del país, vamos a hablar de la economía,",larreta
227.88,230.12," vamos a hablar de la situación social,",larreta
230.2,231.48," vamos a hablar de la grieta,",larreta
231.56,233.88," de cómo se puede llevar adelante un país con tanto enojo,",larreta
233.96,236.12, con tanta separación.,larreta
236.2,240.2, Necesito que me cuentes un poco la minucia de qué pasó acá.,larreta
240.28,243.28, Contadme cómo fue el tema de ver...,larreta
243.36,244.8, ¿A quién se le ocurrió poner vallas?,larreta
244.88,246.92, Vos es que todas mis preguntas son absolutamente...,larreta
247.0,249.0, No son...,larreta
249.08,252.28," A ver, son preguntas que salen por ahí desde mi sentido común.",larreta
252.36,253.36, ¿Cómo fue?,larreta
253.44,255.24," No del sentido común, de mi sentido común.",larreta
255.32,259.16," No, de mi... diría relato interno.",larreta
259.24,260.64, Yo cuando vi las vallas...,larreta
260.72,262.64," Te verdad, cuando vi las vallas dije...",larreta
262.72,264.28000000000003, ¿Cómo se le ocurrió poner vallas?,larreta
264.36,268.56," Se fueron directamente a trajiste, a todos los que estaban ahí.",larreta
268.64,270.88," Se estaban en Parque de Lesama, se vinieron todos para ahí.",larreta
270.96000000000004,271.96000000000004, Perdón.,larreta
272.04,276.2, Las vallas son la consecuencia de cinco días seguidos,larreta
276.28000000000003,278.0, de lo que empezó siendo una manifestación,larreta
278.08,280.04," el día del alegato del fiscal,",larreta
280.12,282.08, que hubo una manifestación que en el momento se puso tensa,larreta
282.16,285.12," porque había dos grupos, la policía de la ciudad los dividió,",larreta
285.12,287.56," para evitar una situación de violencia mayor,",larreta
287.64,289.6, actuó muy bien la policía.,larreta
289.68,292.68," A partir de eso hubo manifestaciones el martes,",larreta
292.76,295.24," después el miércoles, el jueves...",larreta
295.32,297.28000000000003, Y el viernes fue un descontrol.,larreta
297.36,298.36, Perdón.,larreta
298.44,299.88, De las tres de la tarde hasta las dos de la mañana...,larreta
299.96,301.96, ¿Están me replontarte los vecinos de ahí?,larreta
302.04,303.24, ¿Te hacían denuncias?,larreta
303.32,304.72," Obvio, todos los días.",larreta
304.8,307.08," Una cosa, es una manifestación.",larreta
307.16,308.56," Que hay en la ciudad de Buenos Aires,",larreta
308.64,311.12, derecho constitucional a manifestarse y está bien.,larreta
311.2,312.32, Una manifestación.,larreta
312.4,314.92," Otra cosa, son cinco días seguidos",larreta
315.0,317.0," de toma del espacio público,",larreta
317.08000000000004,319.24," de gente que se quedaba hasta las dos de la mañana,",larreta
319.32,321.8," tirando petardos y haciendo ruido en el barrio,",larreta
321.88,324.96000000000004," había puestos de comida, algunos con fuego,",larreta
325.04,326.40000000000003, gente subida a los árboles.,larreta
326.48,327.84000000000003," Pero, ¿no es una manifestación?",larreta
327.92,329.04," O sea, cinco días seguidos.",larreta
329.12,330.84000000000003, ¿Vos conoces un iniciado en la política?,larreta
330.92,333.0, ¿Vos justamente sos un tipo...,larreta
333.08000000000004,335.32, políticamente hablando inteligente?,larreta
335.40000000000003,336.52000000000004, No sos de los...,larreta
336.6,337.6, Gracias.,larreta
337.68,338.76," En serio, entendés de esto.",larreta
338.84000000000003,341.28000000000003, Ya se van muchos años en esta jungla.,larreta
341.36,343.40000000000003," Vos cuando decidieron poner valla,",larreta
343.48,346.12, no sabía que iba a ser...,larreta
347.16,349.48, parte del relato que muchos necesitan.,larreta
349.56,351.64, La policía de la reta.,larreta
351.72,352.56, Mandaste...,larreta
352.64,355.56," Bueno, a ver, tenés todas las justificaciones habidas por ahí,",larreta
355.64,357.12," decirme, ¿qué creas a tu la denuncia?",larreta
357.2,359.64," Pero esto es un país, ¿vos sabes cómo es este país?",larreta
359.72,363.4," Sí, pero mi responsabilidad es cuidar a los vecinos de la ciudad.",larreta
363.48,365.84, No es estar viendo las consecuencias políticas,larreta
365.92,367.56, de lo que iba a decir uno u otro.,larreta
367.64,368.92, Acá había un barrio de la ciudad,larreta
369.0,372.12, que se llevaba cinco días seguidos de estar prácticamente tomado.,larreta
372.12,374.12, No había otra donde además...,larreta
374.2,377.96," A ver, con lo que hicimos, el resultado funcionó.",larreta
378.04,380.2," Esa noche se fueron todos a dormir en su casa,",larreta
380.28,381.72," después de las vallas, ¿eh?",larreta
381.8,382.96, No hubo más tomas.,larreta
383.04,385.92, Al día siguiente hubo gente y ahora cada día hay menos.,larreta
386.0,388.52, Hoy se cortó la calle 10 minutos.,larreta
388.6,389.6, 10 minutos.,larreta
389.68,392.48, Ya no hay el descontrol que había la semana pasada.,larreta
392.56,395.64," Compuestos de comida, gente subía a los árboles,",larreta
395.72,397.32, calle cortada durante todo el día.,larreta
397.4,400.36, Vos sí que te salió bien o la ganaste.,larreta
400.44,403.0," Yo voy a los resultados, que es lo que yo tengo que buscar.",larreta
403.08,404.08, Sores resultados.,larreta
404.16,406.32, Es que es lo que a mí me toca es mejorar la vida de la gente.,larreta
406.4,409.0," Era una zona que estaba totalmente tomada,",larreta
409.08,411.64," donde hoy hay manifestaciones que está bien que las haya,",larreta
411.72,412.72, tienen derecho.,larreta
412.8,414.52, Yo no puedo prohibir que haya alguien vaya a la vereda,larreta
414.6,417.12, de la casa de la vicepresidenta.,larreta
417.2,420.96, Lo que no hay hoy es un corte de calle durante todo el día.,larreta
421.04,422.04, Hoy no lo hay.,larreta
422.12,424.24, Entonces hubo un avance.,larreta
424.32,427.16, Y un avance a partir del trabajo en la policía de la ciudad.,larreta
427.24,429.24," Como te dije antes, es un orgullo.",larreta
429.32,431.8, Donde además siempre buscamos el equilibrio,larreta
431.88,434.32," entre recuperar el orden público,",larreta
434.4,436.28," pero sin una escalada de violencia,",larreta
436.36,439.24, porque la paz y la tranquilidad social también es un valor.,larreta
439.32,441.72, Ten en cuenta una cosa.,larreta
441.8,444.6, Este programa ya está ahora.,larreta
444.68,446.72," No te estás viendo en capital nomás, ¿eh?",larreta
446.8,449.56," Te estás entrando a todas las casas, a toda Argentina.",larreta
449.64,454.12," Entonces, también mucha gente, viéndote,",larreta
454.2,456.76, saca conclusiones o mide,larreta
456.84,459.48," cómo pensás vos a futuro y decidí,",larreta
459.56,461.4," bueno, a ver cómo es este hombre,",larreta
461.48,462.88, cómo piensa y cómo actúa.,larreta
462.96,465.24," Entonces, yo te voy a preguntar algunas cosas de las decisiones",larreta
465.32,466.2, o cómo fueron tomadas.,larreta
466.28,470.28," Por ejemplo, ¿qué le respondés vos a los que te dijeron?",larreta
470.36,471.8," Y pero la poli de la reta,",larreta
471.88,473.8, ¿viste qué dicen la policía de la reta?,larreta
473.88,476.72," Nos reprimió, nos cagaron a palos.",larreta
476.8,477.72, No es cierto.,larreta
477.8,479.88, No hubo un solo manifestante herido.,larreta
479.96,481.6," Sí, bueno, estuvo el periodista guasora,",larreta
481.68,482.88, tenía la cabeza partida.,larreta
482.96,486.52, Hubo 20 policías que terminaron el hospital.,larreta
486.56,489.4," Yo fui a visitar uno de ellos el lunes, 20.",larreta
489.48,491.0, Y no hubo un manifestante herido.,larreta
491.08,493.64," Ahora, hubo una situación de violencia y agresión",larreta
493.72,496.92," sobre la policía constante, que ustedes la mostraron en los medios.",larreta
497.0,498.32," Y la policía, con mucho tempo...",larreta
498.4,502.64, ¿No describirías entonces como actitud represiva de parte de la policía?,larreta
502.72,504.32," No, hubo una actitud firme de la policía,",larreta
504.4,506.4, de no aceptar situaciones de violencia.,larreta
506.48,508.28, Y no lo va a aceptar nunca la violencia.,larreta
508.36,509.44, No la va a aceptar nunca.,larreta
509.52,510.4, Por supuesto que no.,larreta
510.48,514.64," Ahora, a la violencia, no la combatimos con más violencia",larreta
514.76,515.88, para que la cosa escale.,larreta
515.96,518.68," En ese sentido, el valor de la paz social,",larreta
518.76,520.84, de la tranquilidad es muy importante también.,larreta
520.92,523.6, Yo no creo que la violencia se combata con más violencia.,larreta
523.68,525.12, De ninguna manera.,larreta
525.1999999999999,526.84," La violencia y que enfrentarlo como hizo la policía,",larreta
526.92,528.96," obviamente no permitiéndola,",larreta
529.04,531.52, obviamente plantándose la policía.,larreta
531.6,533.6, Y también buscando acuerdos.,larreta
533.68,535.24," O sea, habló con el gobierno nacional",larreta
535.3199999999999,537.24, y a las dos horas no había nadie en la zona.,larreta
537.3199999999999,539.96, Se fueron todos a su casa como corresponde y en forma pacífica.,larreta
540.04,540.56, Ahí me...,larreta
540.64,542.76," En una situación de mucha atención,",larreta
542.88,545.72, pero que no escaló a una violencia descontrolada en ningún momento.,larreta
545.8,547.92, ¿A quién mandaste la reunión? A D'Alesandro.,larreta
548.0,550.84," A D'Alesandro, fueron D'Alesandro y Jorge Macre, los dos.",larreta
550.92,552.12, Mirame a los ojos.,larreta
552.2,553.2, Sí.,larreta
553.84,558.08," Lo que te voy a preguntar, si a vos te llegó esta versión,",larreta
558.16,560.68, alguien les dijo en esa reunión o es voso,larreta
560.76,563.6," que si Cristina es condenada,",larreta
565.0,566.96, pueden pasar cosas muy violentas,larreta
567.04,568.96, y meterían un millón de personas en la calle?,larreta
569.04,570.72, La reunión fue muy tensa.,larreta
570.8,572.6, Ahora a mí no me consta una cosa tan textual,larreta
572.6,573.6, como la que me decís.,larreta
573.6800000000001,574.72, La reunión fue muy tensa.,larreta
574.8000000000001,576.9200000000001, Nuestra posición fue muy tensa.,larreta
577.0,579.24, ¿Nadie se incende al país?,larreta
579.32,580.52, No me consta.,larreta
580.6,582.96," Sé que fue muy tensa la reunión, es muy dura.",larreta
583.0400000000001,585.6," Nosotros les planteamos, no puede ser un descontrol en la calle.",larreta
585.6800000000001,586.48, ¿Le dijeron así?,larreta
586.5600000000001,587.64," Pero, por supuesto.",larreta
587.72,589.8000000000001," Pero, y ellos mismos lo vieron,",larreta
589.88,591.64," yo le pedí en su momento públicamente,",larreta
591.72,593.24," el sábado la vicepresidenta de la Nación,",larreta
593.32,595.08," que le pida a la gente tranquilidad,",larreta
595.16,599.0, que asuma la responsabilidad de ayudar en la pacificación.,larreta
599.08,600.88, Y ella le dijo a la gente que se vaya a su casa.,larreta
600.96,603.0," Ahora, esto es muy filosófica.",larreta
603.08,605.56," La pregunta es, el otro lo hablaba con un amigo.",larreta
605.64,607.04, El tema de la grieta.,larreta
607.12,608.4," Hay un momento Horacio,",larreta
608.48,610.4," seas vos,",larreta
610.48,611.96," sea Cristina,",larreta
612.04,613.92," sea Macri, Patriz Agurrich,",larreta
614.0,619.12," Milay, Mánez, Maza o Elenano Polvorita,",larreta
619.2,621.12, van a tener que hablar entre ustedes.,larreta
621.2,623.68," Porque si no, hay un momento que no se va a poder.",larreta
623.76,626.4," O sea, en serio, esto va a terminar mal.",larreta
626.48,627.36, Es que yo coincido.,larreta
627.44,630.4," Pero primero que dice que hay que terminar con la grieta en la Argentina,",larreta
630.48,632.16, lo creo y lo digo siempre.,larreta
632.24,633.28, Hay que terminar con la grieta.,larreta
633.36,635.24," Bueno, esta con las agresiones personales.",larreta
635.3199999999999,636.68," Te pregunté, es muy sonsa,",larreta
636.76,639.1999999999999," pero ¿qué ha pasado en guerras reales,",larreta
639.28,641.36, con misiles y con bombas?,larreta
641.4399999999999,645.12, ¿Nunca intentaste un teléfono hiper que te comunican con Cristina,larreta
645.1999999999999,646.4, y hablar?,larreta
646.48,647.72, Lo hicimos el otro día.,larreta
647.8,650.24," Más allá de con qué persona hablamos,",larreta
650.3199999999999,651.84, se habló con el Gobierno Nacional.,larreta
651.92,653.6," Y a partir de esa conversación que hubo,",larreta
653.68,655.36," que fue muy dura,",larreta
655.4399999999999,658.24, bajaron los deshibeles y cada uno se fue a su casa,larreta
658.3199999999999,660.1999999999999, y la violencia no escaló.,larreta
660.2800000000001,662.84, No es un tema personal que yo tengo que concluir.,larreta
662.9200000000001,663.88, Te preocupa la grieta.,larreta
663.96,665.5200000000001, No sé si es a vos de lo que viene.,larreta
665.6,666.76, Por supuesto que me preocupa.,larreta
666.84,668.36, Hay que terminar con la grieta.,larreta
668.44,669.24, Repetime eso.,larreta
669.32,670.36, Hay que terminar con la grieta.,larreta
670.44,671.4000000000001, Te lo digo a vos mirando los ojos,larreta
671.48,672.44, y a todos los que me están escuchando.,larreta
672.5200000000001,674.32, Hay que terminar con la grieta.,larreta
674.4000000000001,676.44, Con la grieta no ha mejorado nada en la Argentina.,larreta
676.5200000000001,679.36," Con la grieta tenemos 40% de pobreza,",larreta
679.44,680.88, una inflación galopante.,larreta
680.96,682.76, Por supuesto que trimé con la grieta.,larreta
682.84,684.5600000000001, Eso no quiere decir,larreta
684.6400000000001,686.48, que uno tenga que ponerse de acuerdo con todos.,larreta
686.5600000000001,690.0400000000001," O sea, yo con el quisenismo no me pondría de acuerdo nunca.",larreta
690.16,692.36, Con los que creen que hay que avanzar sobre la justicia,larreta
692.4399999999999,693.8," como están haciendo ahora,",larreta
693.88,696.0799999999999, con los que creen que los únicos socios,larreta
696.16,699.3199999999999," que tenemos en el mundo son Venezuela, Cuba,",larreta
699.4,700.5999999999999, con los que creen que la inflación,larreta
700.68,702.4, se va a bajar con controles de precios,larreta
702.48,705.8, mandando militantes de la Cámpora a los supermercados.,larreta
705.88,707.56, Yo no me pondría de acuerdo nunca.,larreta
707.64,709.0, Una cosa es no ponerse de acuerdo,larreta
709.0799999999999,712.52, y otra cosa es hacer de la agresión un modo de hacer política.,larreta
712.5999999999999,713.4399999999999, Yo no creo en eso.,larreta
713.52,714.64, Nunca me enganche con eso.,larreta
714.7199999999999,717.56, ¿Qué crees que piensan en el interior?,larreta
717.64,719.48, Porque viste lo que decía Fernández,larreta
719.52,722.6," y el otro día, ¿no? Cristina Fernández decía...",larreta
722.6800000000001,726.76," Bueno, incluso es vosó la posibilidad de plantearles a ustedes,",larreta
726.84,732.64," a los porteños, la discusión de la autonomía de la ciudad.",larreta
732.72,734.08, ¿Qué crees que piensan?,larreta
734.16,737.0," Bueno, ya sé lo que piensa Cristina.",larreta
737.08,739.08," Porque el otro día me lo decían en la mesa, los gobernadores.",larreta
739.16,740.5600000000001, ¿Qué crees que piensan la gente del interior,larreta
740.64,742.36, de la capital federal?,larreta
742.44,744.08, Pensáeme que están todos viéndote.,larreta
744.16,748.12," Mucha gente del interior viene a trabajar en la ciudad de Buenos Aires,",larreta
748.2,750.44," mandan a sus hijos a estudiar a la ciudad de Buenos Aires,",larreta
750.52,754.08," vienen a atenderse hospitales de la ciudad de Buenos Aires,",larreta
754.16,756.2, vienen a pasear a la ciudad de Buenos Aires.,larreta
756.28,758.8," Digo, esta es la capital de todos los argentinos.",larreta
758.88,761.76, Es Santinomia que intenta instalar el gisinarismo,larreta
761.84,763.4, entre la capital y el interior.,larreta
763.48,765.0, Atrasa 200 años.,larreta
765.08,765.8, ¿Cuánto atrasa?,larreta
765.88,769.24," 200 años, bueno, de 150 años para hacer más precisos.",larreta
769.32,771.28," Históricamente, 150 años.",larreta
771.36,773.64, Que no hay más discusión entre la capital y el interior.,larreta
773.72,777.04," Ahora, la discusión que sí yo planteo hoy",larreta
777.16,778.7199999999999," es la discusión del federalismo,",larreta
778.8,781.0, que es la discusión entre el gobierno nacional,larreta
781.0799999999999,782.5999999999999, y el resto de los distritos.,larreta
782.68,785.12, Nuestra constitución dice que somos un país federal.,larreta
785.1999999999999,789.64, Alberti soñó un país federal y hoy somos más unitarios que nunca.,larreta
789.7199999999999,792.3199999999999, El gisinarismo ha concentrado muchísimos recursos,larreta
792.4,793.64, en el gobierno nacional.,larreta
793.7199999999999,796.04, Pero ellos dicen que los recursos están concentrados...,larreta
796.12,797.24," Bueno, bueno, el gobierno nacional.",larreta
797.3199999999999,798.68, ...que ellos te dicen que acá.,larreta
798.76,801.12," El gobierno nacional que tiene sede en capital, por supuesto,",larreta
801.1999999999999,802.0799999999999, pero el gobierno nacional.,larreta
802.16,805.52," Yo te cuento, no sos onzo,",larreta
805.6,807.96," se le acusa de que tienen fortuna de guita,",larreta
808.04,810.84," que se le caen los visites de los bolsillos a la ciudad,",larreta
810.92,813.92," que tienen plata para poner, como decía,",larreta
814.0,816.8," no sé, plantines de colores cuando los otros no tienen para comer,",larreta
816.88,818.84," que te sobra guita para las obras,",larreta
818.92,822.1999999999999," que tenés infinidad de impuestos, etcétera, etcétera.",larreta
822.28,824.3199999999999," Bueno, que eso es una ciudad extremadamente rica,",larreta
824.4,826.92, entonces vienen a plantearte esa autonomía.,larreta
827.0,828.84, ¿Os estás dispuesto a que te plantees esa autonomía,larreta
828.92,831.0, o ni la vas a dar esa...,larreta
831.0799999999999,833.96," La Constitución Nacional, la Constitución,",larreta
834.0400000000001,836.4000000000001, dice que la ciudad de Buenos Aires es autónoma.,larreta
836.48,839.88," Y si la ciudad de Buenos Aires ha estado los últimos 15 años,",larreta
839.96,840.96, porque no eras y antes...,larreta
841.0400000000001,844.0400000000001," Claro, doctor, lo sé, pero yo te quiero decir...",larreta
844.12,848.08, Es el que pasa que se te planteen que te empiecen a reunir gobernadores,larreta
848.1600000000001,850.08, y te van a...,larreta
850.1600000000001,853.2800000000001," Escúchame, es Argentina, es el multiverso número 3 de Marvel,",larreta
853.36,854.96, todo puede pasar acá.,larreta
855.0400000000001,858.6800000000001," Son los mismos gobernadores que apoyan al kisnerismo,",larreta
858.76,861.32, que es el responsable de haber concentrado los recursos,larreta
861.4000000000001,862.36, en el gobierno nacional.,larreta
862.44,864.5600000000001," Ni te preocupa eso, no puede pasar nunca.",larreta
864.64,866.28, La Constitución dice que la ciudad es autónoma.,larreta
866.36,867.76," Sí, que es Argentina.",larreta
867.84,871.08," La ciudad de... A ver, en la Argentina no vamos a violer la Constitución.",larreta
871.16,872.8000000000001, ¿Qué tiene que ver que es Argentina?,larreta
872.88,873.8000000000001, La ciudad de Buenos Aires.,larreta
873.88,875.44, ¿Vos dormiste tranquilo cuando dijo eso?,larreta
875.52,878.04, ¿Lo dijo para Pula Galerí?,larreta
878.12,881.12, ¿Crees Cristina o crees que puedes llegar a intentar algo?,larreta
881.2,883.32," No hay ninguna posibilidad, y si lo digo a todos los porteños,",larreta
883.4,884.6800000000001," que se queden tranquilos,",larreta
884.76,887.52, que Cristina Quiles no va a avanzar sobre la ciudad de Buenos Aires.,larreta
887.6,889.6800000000001, Lo digo claramente.,larreta
889.76,890.6," Así firme, no sé.",larreta
890.64,891.6800000000001," Por supuesto, no va a avanzar.",larreta
891.76,892.64, ¿Estás seguro que no?,larreta
892.72,893.72, No hay ninguna duda.,larreta
893.8000000000001,894.64, Le dame.,larreta
894.72,895.48, Ninguna duda.,larreta
895.5600000000001,896.6800000000001, Te miro a los ojos.,larreta
896.76,898.16," Hay manera, vos sí que no.",larreta
898.24,898.84, No hay manera.,larreta
898.9200000000001,903.12, La Constitución Nacional dice que esta es una ciudad autónoma.,larreta
903.2,905.52," Así de claro, no hay ninguna duda.",larreta
905.6,909.32," Y te repito, la ciudad de Buenos Aires hace 15 o 20 años no era así.",larreta
909.4,911.28," En este lugar donde estamos acá, nosotros ahora,",larreta
911.36,913.64, se inundaba cuando caían cuatro gotas.,larreta
913.72,915.44," Teníamos índices de delito,",larreta
915.52,918.76, igual a muchas de la ciudad de Latinoamérica o al conurbano.,larreta
918.84,921.08, Teníamos un sistema educativo totalmente deteriorado,larreta
921.16,923.84, con 80 escuelas que no daban clases en invierno.,larreta
923.92,926.04, No se habían hecho obras en más de 30 años.,larreta
926.12,929.28, Y hoy la ciudad ha cambiado de una manera que todo el mundo lo ve.,larreta
929.36,931.88," Ha estado bien administrada con un plan,",larreta
931.96,935.2," con un método de gestión, con inversión pública.",larreta
935.28,937.36, Lo que tenemos que lograr es igualar para arriba.,larreta
937.44,938.84," Si la gente ve que la ciudad está bien,",larreta
938.92,941.6, trabajemos para que toda la Argentina esté bien.,larreta
941.68,943.32, Eso es lo que tenemos que lograr.,larreta
943.4,945.08, No igualar para abajo.,larreta
945.16,948.24," Si en la ciudad de Buenos Aires los chicos tienen 190 días de clase,",larreta
948.32,949.84," 191 días de clase,",larreta
949.92,951.92, logremos que en todo el país tengan 200,larreta
952.0,953.76, y no bajarlos de la ciudad de Buenos Aires.,larreta
953.84,957.64," Si en la ciudad de Buenos Aires mantuvimos las escuelas abiertas,",larreta
957.72,959.2," contraviento y marea,",larreta
959.28,960.6," mantengamos las abiertas en todo el país,",larreta
960.68,962.16, no cerrimos las de la ciudad.,larreta
962.24,963.72, Basta de igualar para abajo.,larreta
963.8,964.8," Escuchame, mereció.",larreta
964.88,966.56, La ciudad de Buenos Aires es un ejemplo de que se puede.,larreta
966.64,968.0," No, no, está claro que te suena...",larreta
968.08,969.44, Y aparte te lo dicen los números.,larreta
969.52,970.6," O sea, no lo digo yo.",larreta
970.68,973.88," Leo y veo, los números estás realmente...",larreta
973.96,976.56," Bueno, pero los números de intención de voto",larreta
976.64,978.48, te tocas liderando y lo veo.,larreta
978.56,981.08, Salen todo el tiempo en los medios.,larreta
981.16,984.48," O sea, medios oficialistas y medios no oficialistas.",larreta
984.56,988.88, Nadie puede discutir que estás realmente bien,larreta
988.96,991.16, en los números o tu espacio o voz.,larreta
991.24,992.68, Estás bien en los números.,larreta
